CardNum,CardName,チェック済み
WXDi-P10-063,INVESTIGATE,
WXDi-P10-064,プリパラアイドル　太陽ペッパー,
WXDi-P10-065,翠魔　マンドラゴラ,
WXDi-P10-066,羅菌　メル//メモリア,
WXDi-P10-067,プリパラアイドル　月川ちり,
WXDi-P10-068,ツヴァイ＝サンガ//メモリア,
WXDi-P10-069,プリパラアイドル　真中のん,
WXDi-P10-070,枝折,
WXDi-P10-071,プリパラアイドル　レオナ・ウェスト,
WXDi-P10-072,凶美　アルフォウ//メモリア,
WXDi-P10-073,小罠　グズ子//メモリア,
WXDi-P10-074,プリパラアイドル　ドロシー・ウェスト,
WXDi-P10-075,幻竜　ウリス//メモリア,
WXDi-P10-076,プリパラアイドル　東堂シオン,
WXDi-P10-077,ウェルカム・バック,
WXDi-P11-001,FLY　ME　TO　THE　FUTURE,
WXDi-P11-002,ミステリアス・チョイス,
WXDi-P11-003,トリックスター・スターダム！,
WXDi-P11-004,WISH　IN…,
WXDi-P11-005,白夜の使者　サシェ・モティエ,
WXDi-P11-006,アロス・ピルルク　MIRA,
WXDi-P11-007,アイヤイ★ショーダウン,
WXDi-P11-008,喝采の歌姫　アルフォウ,
WXDi-P11-009,ミュウ＝ブロッサム,
WXDi-P11-013,悠久の使者　サシェ・クラフト,
WXDi-P11-019,アイヤイ★クラフト,
WXDi-P11-020,黒衣の歌姫　アルフォウ,
WXDi-P11-021,水鏡の歌姫　アルフォウ,
WXDi-P11-022,究明の歌姫　アルフォウ,
WXDi-P11-025,ミュウ＝クラフト,
WXDi-P11-027,夢限　-J-,
WXDi-P11-028,夢限　-H-,
WXDi-P11-029,カーニバル　-撃-,
WXDi-P11-030,カーニバル　-怨-,
WXDi-P11-031,カーニバル　-終-,
WXDi-P11-032,カーニバル　-罪-,
WXDi-P11-033,カーニバル　-奪-,
WXDi-P11-034,アン-舞イ,
WXDi-P11-035,アン-魅セ,
WXDi-P11-036,アン-座シ,
WXDi-P11-037,アン-散リ,
WXDi-P11-038,アン-彩リ,
WXDi-P11-039,聖英姫　ソクラテス,
WXDi-P11-040,大罠　パントマイム,
WXDi-P11-041,大盾　アイアース,
WXDi-P11-042,幻怪姫　エクス//メモリア,
WXDi-P11-043,蒼英姫　リメンバ//メモリア,
WXDi-P11-044,幻水姫　オトヒメ,
WXDi-P11-045,翠天姫　オーベロン,
WXDi-P11-046,幻怪姫　翠子//メモリア,
WXDi-P11-047,幻獣神　キメラ,
WXDi-P11-048,凶将姫　カーニバル//メモリア,
WXDi-P11-049,ドライ＝厄姫パンドラ,
WXDi-P11-050,融合せし極門　ウトゥルス//メモリア,
WXDi-P11-051,融合の儀　タウィル//メモリア,
WXDi-P11-052,小装　ミカムネ,
WXDi-P11-053,コードアンチ　メジェド,
WXDi-P11-054,聖将　アストルフォ,
WXDi-P11-055,聖魔　イポス,
WXDi-P11-056,ウトゥルス・テリトリー,
WXDi-P11-057,小銃　キライザ,
WXDi-P11-058,羅石　ヘソナイト,
WXDi-P11-059,羅原　華代//メモリア,
WXDi-P11-060,爆砲　タマ//メモリア,
WXDi-P11-061,羅原　C2H6,
WXDi-P11-062,コードアート　Jユークボックス,
WXDi-P11-063,無心の豪圧,
WXDi-P11-064,蒼天　タマ//メモリア,
WXDi-P11-065,羅原　ThO２,
WXDi-P11-066,羅菌　アメーバ,
WXDi-P11-067,幻水　ダツ,
WXDi-P11-068,幻蟲　スノセク,
WXDi-P11-069,羅植　ルリマツリ,
WXDi-P11-070,FEVER,
WXDi-P11-071,翠将　バーバリアン,
WXDi-P11-072,壱ノ遊　メンコ,
WXDi-P11-073,コードイート　マリトッツォ,
WXDi-P11-074,翠美　スクラッチアート,
WXDi-P11-075,幻水　遊月//メモリア,
WXDi-P11-076,七光,
WXDi-P11-077,コードライド　マキナ//メモリア,
WXDi-P11-078,融合の儀　ウムル//メモリア,
WXDi-P11-079,幻光蟲　ヘイケ,
WXDi-P11-080,中装　デウス//メモリア,
WXDi-P11-081,爆書　ナナシ//メモリア,
WXDi-P11-082,凶魔　フルフル,
WXDi-P11-083,ダークネス・セブン,
WXDi-P12-001,黒点の記憶,
WXDi-P12-002,アンバランス・ダンス,
WXDi-P12-003,LANCER　IN　THE　DARK,
WXDi-P12-004,ディソナンス,
WXDi-P12-005,UNKNOWN　MEMORY,
WXDi-P12-006,未開の巫女　ユキ,
WXDi-P12-007,炎妖舞　花代・惨,
WXDi-P12-008,みこみこ☆さんさんまぜまぜ,
WXDi-P12-009,メル＝椿姫,
WXDi-P12-010,残黒の巫女　タマヨリヒメ,
WXDi-P12-011,百禍の巫女　ユキ,
WXDi-P12-012,清濁の巫女　ユキ,
WXDi-P12-013,真贋の巫女　ユキ,
WXDi-P12-014,花代・黎,
WXDi-P12-015,妖　花代・異地,
WXDi-P12-016,妖禍　花代・似,
WXDi-P12-017,みこみこ☆ぜろぜろ,
WXDi-P12-018,みこみこ☆いちまぜ,
WXDi-P12-019,みこみこ☆にまぜまぜ,
WXDi-P12-020,メル＝桜花,
WXDi-P12-021,メル＝照葉,
WXDi-P12-022,メル＝雪国,
WXDi-P12-023,不和の巫女　タマヨリヒメ,
WXDi-P12-024,不等の巫女タマヨリヒメ,
WXDi-P12-025,不興の巫女　タマヨリヒメ,
WXDi-P12-027,レイラ・ザ・バニッシュ,
WXDi-P12-028,レイラ・ザ・ファング,
WXDi-P12-029,レイラ・ザ・轟健,
WXDi-P12-030,レイラ・ザ・クラック,
WXDi-P12-031,レイラ・ザ・乱舞,
WXDi-P12-033,エルドラ！エクスクラメーション！,
WXDi-P12-034,エルドラ！サーチャー！,
WXDi-P12-035,エルドラ！バースト・ラッシュ！,
WXDi-P12-036,エルドラ！オンステージ！,
WXDi-P12-037,エルドラ！ストーン！,
WXDi-P12-039,アイヤイ　ミラクルローリング,
WXDi-P12-040,アイヤイ　キネティックトランプ,
WXDi-P12-041,アイヤイ　ニンニン,
WXDi-P12-042,アイヤイ　ハイドアンドアタック,
WXDi-P12-043,アイヤイ　ブレイキング,
WXDi-P12-044,幻怪姫　ドーナ//ディソナ,
WXDi-P12-045,コードラビリンス　コネクト//ディソナ,
WXDi-P12-046,幻竜姫　遊月//ディソナ,
WXDi-P12-047,羅輝石　シークラ//ディソナ,
WXDi-P12-048,大幻蟲　アロス・ピルルク//ディソナ,
WXDi-P12-049,羅星姫　タマゴ//ディソナ,
WXDi-P12-050,羅菌姫　ミコオシ//ディソナ,
WXDi-P12-051,翠魔姫　バン//ディソナ,
WXDi-P12-052,コードオーダー　ズットモ//ディソナ,
WXDi-P12-053,コードアンシエンツ　ウムル//ディソナ,
WXDi-P12-054,大装　デストロ//ディソナ,
WXDi-P12-055,透魔姫　ウリス//ディソナ,
WXDi-P12-056,聖天　タウィル//ディソナ,
WXDi-P12-057,羅星　ノヴァ//ディソナ,
WXDi-P12-058,コードメイズ　ペイラビ//ディソナ,
WXDi-P12-059,中罠　ゆかゆか//ディソナ,
WXDi-P12-060,中装　ギロチン//ディソナ,
WXDi-P12-061,聖将　ゆきめ//ディソナ,
WXDi-P12-062,ニュー・プロブレム,
WXDi-P12-063,紅将　リル//ディソナ,
WXDi-P12-064,紅天　アノウズ//ディソナ,
WXDi-P12-065,小砲　バクチク//ディソナ,
WXDi-P12-066,コードアート　ララ・ルー//ディソナ,
WXDi-P12-067,幻獣　コマイヌ//ディソナ,
WXDi-P12-068,コードライド　ジンリキ//ディソナ,
WXDi-P12-069,開園の合図,
WXDi-P12-070,コードアンチ　マドカ//ディソナ,
WXDi-P12-071,コードイート　マチャフラ//ディソナ,
WXDi-P12-072,幻水　イシガメ//ディソナ,
WXDi-P12-073,蒼将　ソウイ//ディソナ,
WXDi-P12-074,羅石　ホープダイヤ//ディソナ,
WXDi-P12-075,EXTRA,
WXDi-P12-076,アイン＝サンガ//ディソナ,
WXDi-P12-077,翠美　ウゴクエ//ディソナ,
WXDi-P12-078,幻獣　ワウルフ//ディソナ,
WXDi-P12-079,コードメイズ　アト//ディソナ,
WXDi-P12-080,羅植　アイビー//ディソナ,
WXDi-P12-081,翠英　マッドグ//ディソナ,
WXDi-P12-082,羽化,
WXDi-P12-083,コードメイズ　ムジカ//ディソナ,
WXDi-P12-084,羅原　まほまほ//ディソナ,
WXDi-P12-085,コードアンチ　サルノテ//ディソナ,
WXDi-P12-086,ツヴァイ＝ハナレ//ディソナ,
WXDi-P12-087,似之遊　カゴメカ//ディソナ,
WXDi-P12-088,羅菌　オリゼル//ディソナ,
WXDi-P12-089,ブラック・オーラ,
WXDi-P13-001,不穏☆FU☆ON！,
WXDi-P13-002,Instigate,
WXDi-P13-003A,未知の邂逅,
WXDi-P13-004A,UNKNOWN,
WXDi-P13-005,BRAIN　HEARTS,
WXDi-P13-006,狂奏の巫女　リメンバ・テンペスト,
WXDi-P13-007,王手の一歩　ヒラナ,
WXDi-P13-008,コード・ピルルク・極,
WXDi-P13-009,散散　緑姫,
WXDi-P13-010,ナナシ　其ノ参ノ禍,
WXDi-P13-011,狂奏の巫女　リメンバ・ファイン,
WXDi-P13-012,狂奏の巫女　リメンバ・クラウド,
WXDi-P13-013,狂奏の巫女　リメンバ・レイン,
WXDi-P13-014,初陣の一歩　ヒラナ,
WXDi-P13-015,先駆の一歩　ヒラナ,
WXDi-P13-016,切込の一歩　ヒラナ,
WXDi-P13-017,コード・ピルルク・初,
WXDi-P13-018,コード・ピルルク・進,
WXDi-P13-019,コード・ピルルク・定,
WXDi-P13-020,霊令　緑姫,
WXDi-P13-021,一々　緑姫,
WXDi-P13-022,二々　緑姫,
WXDi-P13-023,ナナシ　其ノ零ノ禍,
WXDi-P13-024,ナナシ　其ノ壱ノ禍,
WXDi-P13-025,ナナシ　其ノ弐ノ禍,
WXDi-P13-027,サシェ・アンジュレーション,
WXDi-P13-028,サシェ・ラアシャ,
WXDi-P13-029,サシェ・バラディ,
WXDi-P13-030,サシェ・アイソレート,
WXDi-P13-031,サシェ・スネイク,
WXDi-P13-033,イオナ・シャウティ,
WXDi-P13-034,イオナ・エイボン,
WXDi-P13-035,イオナ・フルムーン,
WXDi-P13-036,イオナ・ザ・ビーム,
WXDi-P13-037,イオナ・ダーク・マター,
WXDi-P13-039,ミュウ　－　ジャコウ,
WXDi-P13-040,ミュウ　－　クロアゲハ,
WXDi-P13-041,ミュウ　－　コムラサキ,
WXDi-P13-042,ミュウ　－　サカハチ,
WXDi-P13-043,ミュウ　－　ルリタテハ,
WXDi-P13-044,聖魔姫　ハイティ//ディソナ,
WXDi-P13-045,幻水姫　アキノ//ディソナ,
WXDi-P13-046,羅星姫　サデスタル//ディソナ,
WXDi-P13-047,幻獣神　LOVIT//ディソナ,
WXDi-P13-048,紅天姫　テッペン//ディソナ,
WXDi-P13-049,大罠　あや//ディソナ,
WXDi-P13-050,コードハート　セイヴ//ディソナ,
WXDi-P13-051,翠美姫　アン//ディソナ,
WXDi-P13-052,幻獣神　ウルフレンド//ディソナ,
WXDi-P13-053,凶魔姫　アルフォウ//ディソナ,
WXDi-P13-054,惨之遊姫　グズ子//ディソナ,
WXDi-P13-055,羅菌姫　ヘドニム//ディソナ,
WXDi-P13-056,コードアート　LION//ディソナ,
WXDi-P13-057,コードアンチ　ホーキ//ディソナ,
WXDi-P13-058,幻怪　モクモレン//ディソナ,
WXDi-P13-059,聖天　ラグエル//ディソナ,
WXDi-P13-060,羅星　コメッチ//ディソナ,
WXDi-P13-061,リズミック・フォーチュン,
WXDi-P13-062,羅星　カーニバル//ディソナ,
WXDi-P13-063,幻怪　チュパサブロウ//ディソナ,
WXDi-P13-064,幻竜　キリン//ディソナ,
WXDi-P13-065,幻怪　エクス//ディソナ,
WXDi-P13-066,羅原　Rb//ディソナ,
WXDi-P13-067,幻蟲　アトラス//ディソナ,
WXDi-P13-068,見得の戦術,
WXDi-P13-069,蒼美　ふたせ//ディソナ,
WXDi-P13-070,羅石　レイ//ディソナ,
WXDi-P13-071,コードメイズ　オオカソ//ディソナ,
WXDi-P13-072,羅原　ミルルン//ディソナ,
WXDi-P13-073,蒼天　ユバンダ//ディソナ,
WXDi-P13-074,コードイート　コーヒー//ディソナ,
WXDi-P13-075,DEEP　FREEZE,
WXDi-P13-076,翠英　ママ//ディソナ,
WXDi-P13-077,小砲　パチン//ディソナ,
WXDi-P13-078,アイン＝コノトキ//ディソナ,
WXDi-P13-079,爆砲　WOLF//ディソナ,
WXDi-P13-080,翠将　シンゲン//ディソナ,
WXDi-P13-081,翠魔　ヘルゲト//ディソナ,
WXDi-P13-082,心槍,
WXDi-P13-083,小装　デウス//ディソナ,
WXDi-P13-084,羅星　ミカヅキ//ディソナ,
WXDi-P13-085,幻蟲　ミヤマ//ディソナ,
WXDi-P13-086,コードライド　マキナ//ディソナ,
WXDi-P13-087,幻竜　カルカロ//ディソナ,
WXDi-P13-088,ディグ・ディグ,
WXDi-P13-089,夢限//ディソナ,
WXDi-P13-091,デネブログ,
WXDi-P14-001,スプラッシュフィールド,
WXDi-P14-002,CONNECTスピニング,
WXDi-P14-003,ブルー・ナイトショー,
WXDi-P14-004,ハピネス・フロート,
WXDi-P14-005,カオス！chaos！混沌！,
WXDi-P14-006,炎泳華　遊月・燦,
WXDi-P14-007,アロス・ピルルク　kl,
WXDi-P14-008,盛夏の成果　アン＝サード,
WXDi-P14-009,熱狂の閻魔　ウリス,
WXDi-P14-010,炎泳　遊月・競露,
WXDi-P14-011,炎泳　遊月・衣置,
WXDi-P14-012,炎泳　遊月・濡,
WXDi-P14-013,アロス・ピルルク　ml,
WXDi-P14-014,アロス・ピルルク　dl,
WXDi-P14-015,アロス・ピルルク　l,
WXDi-P14-016,無知の夢地　アン,
WXDi-P14-017,同系の憧憬　アン＝ファースト,
WXDi-P14-018,清廉の精錬　アン＝セカンド,
WXDi-P14-019,過熱の閻魔　ウリス,
WXDi-P14-020,深海の閻魔　ウリス,
WXDi-P14-021,散水の閻魔　ウリス,
WXDi-P14-023,ミルルン☆ウェルカム,
WXDi-P14-024,ミルルン☆スラッシュ,
WXDi-P14-025,ミルルン☆スレトゥン,
WXDi-P14-026,ミルルン☆キャッチ,
WXDi-P14-027,ミルルン☆フラッシュ,
WXDi-P14-029,ママ♥ハッピー,
WXDi-P14-030,ママ♥アタック,
WXDi-P14-031,ママ♥カンニング,
WXDi-P14-032,ママ♥ディフェンス,
WXDi-P14-033,ママ♥お片付け,
WXDi-P14-035,グズ子～ハプニング～,
WXDi-P14-036,グズ子～クライ～,
WXDi-P14-037,グズ子～アピール～,
WXDi-P14-038,グズ子～ダブルピース～,
WXDi-P14-039,グズ子～サドネス～,
WXDi-P14-040,羅星姫　リメンバ//フェゾーネ,
WXDi-P14-041,幻怪姫　ドーナ//フェゾーネ,
WXDi-P14-042,紅天姫　ヒラナ//フェゾーネ,
WXDi-P14-043,羅輝石　花代//フェゾーネ,
WXDi-P14-044,羅輝石　レイ//フェゾーネ,
WXDi-P14-045,コードハート　ピルルク//フェゾーネ,
WXDi-P14-046,轟砲　WOLF//フェゾーネ,
WXDi-P14-047,コードオーダー　メル//フェゾーネ,
WXDi-P14-048,ドライ＝ハナレ//フェゾーネ,
WXDi-P14-049,羅菌姫　ナナシ//フェゾーネ,
WXDi-P14-050,小罠　ゆかゆか//フェゾーネ,
WXDi-P14-051,コードアート　LION//フェゾーネ,
WXDi-P14-052,爆砲　アルト//フェゾーネ,
WXDi-P14-053,フェスティバル・アウェイク,
WXDi-P14-054,幻獣　LOVIT//フェゾーネ,
WXDi-P14-055,コードアート　ララ・ルー//フェゾーネ,
WXDi-P14-056,羅星　カーニバル//フェゾーネ,
WXDi-P14-057,熱気の開眼,
WXDi-P14-058,小罠　あや//フェゾーネ,
WXDi-P14-059,コードアンチ　マドカ//フェゾーネ,
WXDi-P14-060,羅菌　みこみこ//フェゾーネ,
WXDi-P14-061,TEMPO　UP,
WXDi-P14-062,アイン＝サンガ//フェゾーネ,
WXDi-P14-063,幻獣　緑子//フェゾーネ,
WXDi-P14-064,弍ノ遊　アイヤイ//フェゾーネ,
WXDi-P14-065,反響,
WXDi-P14-066,羅原　まほまほ//フェゾーネ,
WXDi-P14-067,コードメイズ　ムジカ//フェゾーネ,
WXDi-P14-068,幻蟲　ミュウ//フェゾーネ,
WXDi-P14-069,グレイブ・アップ,
WXDi-P14-070,ちゅーにんぐあっぷ！,
WXDi-P14-071,憧憬へ前進　アキノ,
WXDi-P14-072,希望へ前進　アキノ,
WXDi-P14-073,決意へ前進　アキノ,
WXDi-P14-074,煌めきへ前進　アキノ,
WXDi-P14-075,電音部　東雲和音,
WXDi-P14-076,電音部　日高零奈,
WXDi-P14-077,電音部　茅野ふたば,
WXDi-P14-078,電音部　白金煌,
WXDi-P14-079,電音部　黒鉄たま,
WXDi-P14-080,電音部　灰島銀華,
WXDi-P14-081,電音部　水上雛,
WXDi-P14-082,電音部　桜乃美々兎,
WXDi-P14-083,電音部　犬吠埼紫杏,
WXDi-P14-084,電音部　瀬戸海月,
WXDi-P14-085,電音部　鳳凰火凛,
WXDi-P14-086,電音部　大賀ルキア,
WXDi-P14-087,電音部　安倍=シャクジ=摩耶,
WXDi-P14-088,電音部　大神纏,
WXDi-P14-089,電音部　りむる,
WXDi-P15-001,リベレーターズフォース,
WXDi-P15-002,パワーオブストラグル,
WXDi-P15-003,ひらけ！ゲート！,
WXDi-P15-004,オールアウトバトル,
WXDi-P15-005,俯瞰者からの啓示,
WXDi-P15-006,自由の記憶　解放者リル,
WXDi-P15-007,解放者エルドラ×マークν,
WXDi-P15-008,闘争者カーニバル　#T#,
WXDi-P15-009,貪欲の駄姫　闘争者グズ子,
WXDi-P15-010,防衛者MC.LION-3rd,
WXDi-P15-011,プロフェッサー　防衛者Dr.タマゴ,
WXDi-P15-012,鼓舞の記憶　解放者リル,
WXDi-P15-013,揺心の記憶　解放者リル,
WXDi-P15-014,決意の記憶　解放者リル,
WXDi-P15-015,解放者エルドラ×マーク0,
WXDi-P15-016,解放者エルドラ×マークⅠ,
WXDi-P15-017,解放者エルドラ×マークⅡ,
WXDi-P15-018,闘争者カーニバル　#０#,
WXDi-P15-019,闘争者カーニバル　#P#,
WXDi-P15-020,闘争者カーニバル　#S#,
WXDi-P15-021,転変の駄姫　闘争者グズ子,
WXDi-P15-022,破壊の駄姫　闘争者グズ子,
WXDi-P15-023,焦熱の駄姫　闘争者グズ子,
WXDi-P15-024,防衛者MC.LION,
WXDi-P15-025,防衛者MC.LION-1st,
WXDi-P15-026,防衛者MC.LION-2nd,
WXDi-P15-027,防衛者Dr.タマゴ,
WXDi-P15-028,アシスタント　防衛者Dr.タマゴ,
WXDi-P15-029,アソシエイト　防衛者Dr.タマゴ,
WXDi-P15-031,リメンバ・スクライイング,
WXDi-P15-032,リメンバ・オミノス,
WXDi-P15-033,リメンバ・リストレイント,
WXDi-P15-034,リメンバ・アストロジー,
WXDi-P15-035,リメンバ・プロフェシー,
WXDi-P15-037,アルフォウソード,
WXDi-P15-038,アルフォウアイスバーグ,
WXDi-P15-039,アルフォウジェラシー,
WXDi-P15-040,アルフォウスプラッシュ,
WXDi-P15-041,アルフォウソーンアイビー,
WXDi-P15-043,ハナレ//スパイクス,
WXDi-P15-044,ハナレ//ダークスフィア,
WXDi-P15-045,ハナレ//ミリオンダガー,
WXDi-P15-046,ハナレ//フォービドゥンファング,
WXDi-P15-047,ハナレ//ベノムスプラッシュ,
WXDi-P15-048,紅将姫　シモン・バール//THE DOOR,
WXDi-P15-049,コードオーダー　メル//THE DOOR,
WXDi-P15-050,幻水姫　フクロウナギ//THE DOOR,
WXDi-P15-051,羅輝石　花代//THE DOOR,
WXDi-P15-052,羅星姫　フラドウズ//THE DOOR,
WXDi-P15-053,羅菌姫　ナナシ//THE DOOR,
WXDi-P15-054,惨之遊姫　コイントス//THE DOOR,
WXDi-P15-055,大罠　あや//THE DOOR,
WXDi-P15-056,コードハート　Lスピーカ//THE DOOR,
WXDi-P15-057,幻獣神　LOVIT//THE DOOR,
WXDi-P15-058,羅星姫　コスチュム//THE DOOR,
WXDi-P15-059,羅星姫　ノヴァ//THE DOOR,
WXDi-P15-060,幻竜　遊月//THE DOOR,
WXDi-P15-061,羅星　サシェ//THE DOOR,
WXDi-P15-062,幻怪　ドーナ//THE DOOR,
WXDi-P15-063,解放の弾丸,
WXDi-P15-064,幻蟲　アロス・ピルルク//THE DOOR,
WXDi-P15-065,幻獣　緑子//THE DOOR,
WXDi-P15-066,幻蟲　ミュウ//THE DOOR,
WXDi-P15-067,INSPIRATION,
WXDi-P15-068,羅原　ミルルン//THE DOOR,
WXDi-P15-069,コードライド　レイラ//THE DOOR,
WXDi-P15-070,翠英　ママ//THE DOOR,
WXDi-P15-071,闘槍,
WXDi-P15-072,小罠　ゆかゆか//THE DOOR,
WXDi-P15-073,羅原　まほまほ//THE DOOR,
WXDi-P15-074,羅菌　みこみこ//THE DOOR,
WXDi-P15-075,デス・デストロイ,
WXDi-P15-076,コードメイズ　ムジカ//THE DOOR,
WXDi-P15-077,幻怪　エクス//THE DOOR,
WXDi-P15-078,爆砲　WOLF//THE DOOR,
WXDi-P15-079,オープン・ゲート,
WXDi-P15-080,蒼天　ヒラナ//THE DOOR,
WXDi-P15-081,羅石　レイ//THE DOOR,
WXDi-P15-082,蒼魔　バン//THE DOOR,
WXDi-P15-083,GATE　DRIVE,
WXDi-P15-084,小装　ロングスピア,
WXDi-P15-085,中罠　デジロック,
WXDi-P15-086,コードアート　Aトドア,
WXDi-P15-087,小砲　カエンビン,
WXDi-P15-088,紅天　アレース,
WXDi-P15-089,羅星　ホーキング,
WXDi-P15-090,羅原　Kｒ,
WXDi-P15-091,羅石　ラブラドライト,
WXDi-P15-092,羅植　マングロブ,
WXDi-P15-093,幻獣　ギリシャガメ,
WXDi-P15-094,幻水　アユモド,
WXDi-P15-095,翠英　マキトミ,
WXDi-P15-096,アイン＝ツキヨタケ,
WXDi-P15-097,凶魔　デモゴーン,
WXDi-P15-098,凶将　アオトラ,
WXDi-P16-001A,NEXT　GATE,
WXDi-P16-002,D-(A)LIVE!!,
WXDi-P16-003,純白の防壁,
WXDi-P16-004,真紅の熱線,
WXDi-P16-005,キラキラ・ブルー,
WXDi-P16-006,深緑クッキング,
WXDi-P16-007,ブラック・サプライズ,
WXDi-P16-008,扉の俯瞰者　タウィル＝トレ,
WXDi-P16-009,導きを集う　ガブリエラ,
WXDi-P16-010,彼方へ輝く　アザエラ,
WXDi-P16-011,希望の後先　ミカエラ,
WXDi-P16-012,収斂せし扉　アト＝トレ,
WXDi-P16-013,扉の俯瞰者　ウムル＝トレ,
WXDi-P16-017,意思を紡ぐ　ガブリエラ,
WXDi-P16-018,創意を満たす　ガブリエラ,
WXDi-P16-019,真実を募る　ガブリエラ,
WXDi-P16-020,未来へ進む　アザエラ,
WXDi-P16-021,盤上へ煌く　アザエラ,
WXDi-P16-022,理想へ羽ばたく　アザエラ,
WXDi-P16-023,現実の行方　ミカエラ,
WXDi-P16-024,再燃の力量　ミカエラ,
WXDi-P16-025,先導の決断　ミカエラ,
WXDi-P16-032,凛々！！ガブリエラ,
WXDi-P16-033,閃々！！ガブリエラ,
WXDi-P16-034,煌々！！ガブリエラ,
WXDi-P16-035,堂々！！ガブリエラ,
WXDi-P16-036,バイバイ！！ガブリエラ,
WXDi-P16-037,アザエラ「勇気の矢」,
WXDi-P16-038,アザエラ「微笑みの翼」,
WXDi-P16-039,アザエラ「逆転の炎」,
WXDi-P16-040,アザエラ「勝利の拳」,
WXDi-P16-041,アザエラ「無敵の盾」,
WXDi-P16-042,突・ミカエラ,
WXDi-P16-043,舞・ミカエラ,
WXDi-P16-044,牙・ミカエラ,
WXDi-P16-045,蹴・ミカエラ,
WXDi-P16-046,刃・ミカエラ,
WXDi-P16-047,羅星姫　サシェ//ディソナ,
WXDi-P16-048,夢限紅天姫　ゼウシアス,
WXDi-P16-049,轟砲　ヘビーマシンガン,
WXDi-P16-050,羅原姫　ミルルン//フェゾーネ,
WXDi-P16-051,コードラビリンス　トビラ,
WXDi-P16-052,幻獣神　グリズリ,
WXDi-P16-053,凶将姫　ソウソウ,
WXDi-P16-054,幻水姫　アキノ//THE DOOR,
WXDi-P16-055,極門天姫　ヨグニグラ,
WXDi-P16-056,コードハート　ピルルク//THE DOOR,
WXDi-P16-057,凶翠魔姫　ウリス//THE DOOR,
WXDi-P16-058,紡ぐ者//メモリア,
WXDi-P16-059,小装　デウス//THE DOOR,
WXDi-P16-060,羅星　ノヴァ//フェゾーネ,
WXDi-P16-061,小装　カマカマ,
WXDi-P16-062,コードライド　マキナ//THE DOOR,
WXDi-P16-063,爆砲　アルト//ディソナ,
WXDi-P16-064,コードアンチ　イオナ//THE DOOR,
WXDi-P16-065,紅将　リル//フェゾーネ,
WXDi-P16-066,幻獣 ラバピカ,
WXDi-P16-067,中装　タマ//THE DOOR,
WXDi-P16-068,コードライド　レイラ//ディソナ,
WXDi-P16-069,蒼美　ふたせ//THE DOOR,
WXDi-P16-070,アイン＝サンガ//THE DOOR,
WXDi-P16-071,羅星　タマゴ//フェゾーネ,
WXDi-P16-072,蒼魔　ムルムルン,
WXDi-P16-073,蒼美　アン//THE DOOR,
WXDi-P16-074,コードアンチ　マドカ//THE DOOR,
WXDi-P16-075,幻水　エルドラ//ディソナ,
WXDi-P16-076,アイン＝ハナレ//THE DOOR,
WXDi-P16-077,翠魔　バン//フェゾーネ,
WXDi-P16-078,翠天　ヴィーザル,
WXDi-P16-079,羅星　リメンバ//THE DOOR,
WXDi-P16-080,弍ノ遊　アイヤイ//ディソナ,
WXDi-P16-081,凶魔　ハイティ//THE DOOR,
WXDi-P16-082,異血之遊　グズ子//フェゾーネ,
WXDi-P16-083,凶魔　アルフォウ//THE DOOR,
WXDi-P16-084,幻蟲　ミュウ//ディソナ,
WXDi-P16-085,羅原　Pb,
WXDi-P16-086,コードアート　L・マイク,
WXDi-P16-087,羅石　H・マイク,
WXDi-P16-088,混天　A・アロー,
WXDi-P16-089,コードライド　E・カッター,
WXDi-P16-090,羅星　T・シンバル,
WXDi-P16-091,羅菌　M・ジョーギ,
WXDi-P16-092,コードメイズ　トルネンブラ,
WXDi-P16-093,アイン＝M・ボール,
WXDi-P16-094,未来への道標,
WXDi-CP01-001,世怜音女学院　After　School,
WXDi-CP01-002,世怜音女学院　Moon　Night,
WXDi-CP01-003,OBSYDIA　SALVAGE,
WXDi-CP01-004,LazuLight　FLASH,
WXDi-CP01-005,【センター】リゼ　レベル３’,
WXDi-CP01-006,【センター】アンジュ　レベル３’,
WXDi-CP01-007,【センター】とこ　レベル３’,
WXDi-CP01-008,【センター】月ノ美兎　レベル３,
WXDi-CP01-009,【センター】月ノ美兎　レベル０,
WXDi-CP01-010,【センター】月ノ美兎　レベル１,
WXDi-CP01-011,【センター】月ノ美兎　レベル２,
WXDi-CP01-012,【アシスト】リゼ　レベル１【剣】,
WXDi-CP01-013,【アシスト】リゼ　レベル２【氷壁】,
WXDi-CP01-014,【アシスト】アンジュ　レベル１【愛】,
WXDi-CP01-015,【アシスト】アンジュ　レベル２【錬金】,
WXDi-CP01-016,【アシスト】とこ　レベル１【棍】,
WXDi-CP01-017,【アシスト】とこ　レベル２【乱舞】,
WXDi-CP01-018,【アシスト】月ノ美兎　レベル１【斧】,
WXDi-CP01-019,【アシスト】月ノ美兎　レベル１【杵】,
WXDi-CP01-020,【アシスト】月ノ美兎　レベル１【罪】,
WXDi-CP01-021,【アシスト】月ノ美兎　レベル２【永遠】,
WXDi-CP01-022,【アシスト】月ノ美兎　レベル２【殴打】,
WXDi-CP01-023,【アシスト】月ノ美兎　レベル２【隠蔽】,
WXDi-CP01-024,【アシスト】月ノ美兎　レベル２【診断】,
WXDi-CP01-025,コード２４３４　椎名唯華,
